Sno,Hospital Id,Hospital Name,State,District,,,,Hospital Contact,Specialities Selected,Hospital Type,Empanelment Type,Submitted Date,Status Updated Date,Application Status,OnBoarded For Convergence Scheme,Upgraded Specialities,Current Specialities
13945,HOSP9G03082,Dr Ram Manohar Lohiya Female Hospital Farrukhabad,UTTAR PRADESH,FARRUKHABAD,,,,9621470607,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S4"
13946,HOSP9G03085,CIVIL HOSPITAL LINJIGANJ FARRUKHABAD,UTTAR PRADESH,FARRUKHABAD,,,,9628034211,"M1,M1,M7,S1,S16,S3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16, S3, S4"
13947,HOSP9G03193,District Hospital,UTTAR PRADESH,SITAPUR,,,,8004942031,"M1,M1,M7,M2,M8,S1,S16,S2,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S16, S2, S5"
13948,HOSP9G03195,District Women Hospital,UTTAR PRADESH,SITAPUR,,,,8004942012,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
13949,HOSP9G03280,COMBINED DISTRICT HOSPITAL SANT KABIR NAGAR,UTTAR PRADESH,Sant Kabir Nagar,,,,9919004487,"M1,M7,M2,M3,S1,S16,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M3, S1, S16, S3, S4, S5"
13950,HOSP9G03411,DISTRICT WOMEN HOSPITAL ETAWAH,UTTAR PRADESH,ETAWAH,,,,9412157128,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
13951,HOSP9G03555,CHC BHARTHANA,UTTAR PRADESH,ETAWAH,,,,9520440848,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
13952,HOSP9G03584,LOK BANDHU RAJNARAYAN COMBINED HOSPITAL,UTTAR PRADESH,LUCKNOW,,,,9936713782,"M1,M1,M7,M2,S1,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16, S2, S3, S4, S5"
13953,HOSP9G03690,MANYVAR KANSHIRAM COMBINED HOSPITAL AND TRAUMA CENTER,UTTAR PRADESH,KANPUR NAGAR,,,,9935258600,"M1,M1,M7,M3,S1,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M3, S1, S3, S4, S5"
13954,HOSP9G03708,Balrampur Hospital Lucknow,UTTAR PRADESH,LUCKNOW,,,,7408404601,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M8,S1,S10,S11,S12,S13,S16,S2,S3,S5,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M8, S1, S10, S11, S12, S13, S16, S2, S3, S5, S9"
13955,HOSP9G03712,Cummunity heath center Jaswantnagar,UTTAR PRADESH,ETAWAH,,,,9927865090,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
13956,HOSP9G03729,Veerangana Jhalkari Bai Women Hospital,UTTAR PRADESH,LUCKNOW,,,,7753811010,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S4"
13957,HOSP9G03852,District Women Hospital ,UTTAR PRADESH,MEERUT,,,,9410101416,"M3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M3, S4"
13958,HOSP9G03859,100 Beded Combined Hospital Chhibramau Kannauj,UTTAR PRADESH,KANNAUJ,,,,9452433100,"S3,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S3
13959,HOSP9G03865,COMBINED DISTRICT HOSPITAL KANNAUJ,UTTAR PRADESH,KANNAUJ,,,,9454455303,"M1,M7,M2,S1,S16,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16, S2, S3, S4, S5"
13960,HOSP9G03931,district hospital male agra,UTTAR PRADESH,AGRA,,,,9458748074,"M1,M1,M7,M2,M5,M8,S1,S16,S2,S3,S5,S6,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M5, M8, S1, S16, S2, S3, S5, S6"
13961,HOSP9G04099,District Male Hospital Mahoba,UTTAR PRADESH,MAHOBA,,,,6387967737,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
13962,HOSP9G04171,DISTRICT WOMEN HOSPITAL,UTTAR PRADESH,HATHRAS,,,,9719589273,"M1,M7,M2,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S4"
13963,HOSP9G04196,BAGLA JOINT DISTRICT HOSPITAL,UTTAR PRADESH,HATHRAS,,,,8126313233,"M1,M7,M8,S1,S2,S3,S5,S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M8, S1, S2, S3, S5, S7"
13964,HOSP9G04198,DIVISIONAL DISTRICT HOSPITAL AZAMGARH,UTTAR PRADESH,AZAMGARH,,,,6307233823,"M1,M7,M2,S1,S10,S11,S12,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S10, S11, S12, S16, S2, S3, S5"
13965,HOSP9G04226,District Women Hospital Azamgarh,UTTAR PRADESH,AZAMGARH,,,,9519119720,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S4"
13966,HOSP9G04521,District Female Hospital,UTTAR PRADESH,MAHOBA,,,,9415542312,"S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S7
13967,HOSP9G04553,CHC RATH,UTTAR PRADESH,HAMIRPUR,,,,7985994902,"S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S7
13968,HOSP9G04554,District Hospital Pilibhit,UTTAR PRADESH,PILIBHIT,,,,8005192735,"M2,S1,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S1, S2, S3, S5"
13969,HOSP9G04555,Community health centre choubeypur,UTTAR PRADESH,KANPUR NAGAR,,,,9044888200,"M1,M7,M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S4"
13970,HOSP9G04556,PHC Mandhata,UTTAR PRADESH,PRATAPGARH,,,,8874463054,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
13971,HOSP9G04558,CHC KALYANPUR,UTTAR PRADESH,KANPUR NAGAR,,,,8576017120,"M1,M7,M4,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M4, S3, S4, S5"
13972,HOSP9G04563,CHC BAGHRAI,UTTAR PRADESH,PRATAPGARH,,,,9621201802,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
13973,HOSP9G04566,CHC SARSAUL,UTTAR PRADESH,KANPUR NAGAR,,,,9936015747,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S4"
13974,HOSP9G04570,DISTRICT WOMEN HOSPITAL,UTTAR PRADESH,PILIBHIT,,,,9457532856,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S4"
13975,HOSP9G04578,DISTRICT WOMEN HOSPITAL,UTTAR PRADESH,AGRA,,,,7906143757,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
13976,HOSP9G04580,Community Health Center Sarila,UTTAR PRADESH,HAMIRPUR,,,,6394966340,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
13977,HOSP9G04582,CHC LALGANJ,UTTAR PRADESH,PRATAPGARH,,,,9897337418,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S4"
13978,HOSP9G04589,CHC Belkharnath,UTTAR PRADESH,PRATAPGARH,,,,7007533369,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
13979,HOSP9G04592,CHC MUSKARA,UTTAR PRADESH,HAMIRPUR,,,,8765891805,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
13980,HOSP9G04593,CHC Gaura,UTTAR PRADESH,PRATAPGARH,,,,8004793342,"M1,M7,S1,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S5"
13981,HOSP9G04595,chc sangramgarh,UTTAR PRADESH,PRATAPGARH,,,,9455033307,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
13982,HOSP9G04603,chc raniganj,UTTAR PRADESH,PRATAPGARH,,,,9621201802,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
13983,HOSP9G04606,CHC DADRI,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,,,,9258134647,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
13984,HOSP9G04608,CHC AMARGARH,UTTAR PRADESH,PRATAPGARH,,,,9621201802,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
13985,HOSP9G04612,Distt Hospital Male Hamirpur,UTTAR PRADESH,HAMIRPUR,,,,8005192747,"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,M8,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M2, S8, M7, S7, M3, M4, M5, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
13986,HOSP9G04616,PHC BABAGANJ,UTTAR PRADESH,PRATAPGARH,,,,8979886274,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
13987,HOSP9G04622,chc sangipur,UTTAR PRADESH,PRATAPGARH,,,,8874463054,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
13988,HOSP9G04627,chc sandwa chandrika ,UTTAR PRADESH,PRATAPGARH,,,,8400048188,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
13989,HOSP9G04629,CHC KURARA,UTTAR PRADESH,HAMIRPUR,,,,7839729381,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
13990,HOSP9G04635,DISTRICT HOSPITAL MALE KHERI,UTTAR PRADESH,KHERI,,,,7317466362,"S1,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"S1, S2, S3, S5"
13991,HOSP9G04636,CHC KOHUNDOUR,UTTAR PRADESH,PRATAPGARH,,,,9450590131,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S4"
13992,HOSP9G04639,RBMS DISTRICT HOSPITAL RAEBARELI,UTTAR PRADESH,Raebareli,,,,8005192796,"S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S16
13993,HOSP9G04645,  PANDIT DEEN DAYAL UPADHYAY DISTRICT MALE  HOSPITAL MORADABAD,UTTAR PRADESH,MORADABAD,,,,9412746101,"M1,M1,M7,M2,M8,S1,S2,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S2, S5"
13994,HOSP9G04646,CHC NAURANGA,UTTAR PRADESH,HAMIRPUR,,,,7007029925,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
13995,HOSP9G04648,PHC LAXMANPUR,UTTAR PRADESH,PRATAPGARH,,,,9451114873,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S4"
13996,HOSP9G04652,CHC SIRATHU,UTTAR PRADESH,KAUSHAMBI,,,,8299818746,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
13997,HOSP9G04664,District Combined Hospital ,UTTAR PRADESH,Amethi,,,,8736898467,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
13998,HOSP9G04666,Community Health Centre BANGRA ,UTTAR PRADESH,JHANSI,,,,9838363580,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
13999,HOSP9G04669,DISTRICT WOMEN HOSPITAL HAMIRPUR,UTTAR PRADESH,HAMIRPUR,,,,8299450722,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
14000,HOSP9G04690,chc kunda,UTTAR PRADESH,PRATAPGARH,,,,8005193683,"M1,M7,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S4"
14001,HOSP9G04700,CHC PATTI,UTTAR PRADESH,PRATAPGARH,,,,9838834656,"M1,M7,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S4"
14002,HOSP9G04717,CHC SHAMLI,UTTAR PRADESH,SHAMLI,,,,8923810100,"M1,M7,M2,S1,S16,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16, S3, S4, S5"
14003,HOSP9G04765,DISTRICT MALE HOSPITAL HARDOI,UTTAR PRADESH,HARDOI,,,,7217855792,"M2,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S1, S16, S2, S3, S5"
14004,HOSP9G04768,District  Women Hospital Deoria ,UTTAR PRADESH,DEORIA,,,,9454455388,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
14005,HOSP9G04771,CHC Bamaur,UTTAR PRADESH,JHANSI,,,,7985677489,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14006,HOSP9G04775,CHC BADAGAON,UTTAR PRADESH,JHANSI,,,,9793312501,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14007,HOSP9G04784,MANYAWAR KANSHIRAM JOINT HOSPITAL MALE LALITPUR ,UTTAR PRADESH,LALITPUR,,,,8299232640,"M1,M7,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16, S2, S3, S5"
14008,HOSP9G04786,community health center moth,UTTAR PRADESH,JHANSI,,,,6394653948,"S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S5
14009,HOSP9G04803,CHC Chirgaon,UTTAR PRADESH,JHANSI,,,,8853895993,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14010,HOSP9G04804,Chc gursarai,UTTAR PRADESH,JHANSI,,,,9651539028,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14011,HOSP9G04805,Community Health Centre BABINA,UTTAR PRADESH,JHANSI,,,,9936243555,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14012,HOSP9G04807,District Female Hospital Hardoi,UTTAR PRADESH,HARDOI,,,,7839317286,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S4"
14013,HOSP9G04817,Community Health center Mauranipur,UTTAR PRADESH,JHANSI,,,,9621933664,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14014,HOSP9G04821,CHC KANAILI ,UTTAR PRADESH,KAUSHAMBI,,,,9369281380,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14015,HOSP9G04839,Combined District Hospital,UTTAR PRADESH,KAUSHAMBI,,,,9415636195,"M1,M1,M7,M2,S1,S12,S16,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S12, S16, S4, S5"
14016,HOSP9G04898,DISTRICT WOMEN HOSPITAL,UTTAR PRADESH,JHANSI,,,,8299616990,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S4"
14017,HOSP9G04946,CHC Charthawal,UTTAR PRADESH,MUZAFFARNAGAR,,,,9012283376,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14018,HOSP9G04954,CHC BIRDHA,UTTAR PRADESH,LALITPUR,,,,6394628734,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
14019,HOSP9G04958,CHC JANSATH,UTTAR PRADESH,MUZAFFARNAGAR,,,,7900867978,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14020,HOSP9G04961,CHC TALBEHAT,UTTAR PRADESH,LALITPUR,,,,9616684845,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
14021,HOSP9G04968,CHC ITAUNJA,UTTAR PRADESH,LUCKNOW,,,,9452243857,"M1,M7,M2,S1,S16,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16"
14022,HOSP9G04974,DISTRICT HOSPITAL,UTTAR PRADESH,JALAUN,,,,7007577208,"M1,M7,M2,S1,S2,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S2, S5"
14023,HOSP9G04976,CHC LALGANJ,UTTAR PRADESH,Raebareli,,,,9919391001,"S1,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"S1, S4, S5"
14024,HOSP9G04979,community health centre chinhat lucknow,UTTAR PRADESH,LUCKNOW,,,,9453146331,"M1,M7,M2,S1,S16,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16, S4"
14025,HOSP9G04987,District Woman Hospital Muzaffarnagar,UTTAR PRADESH,MUZAFFARNAGAR,,,,9634092040,"M2,M3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, M3, S4"
14026,HOSP9G04996,District Female Hospital kheri ,UTTAR PRADESH,KHERI,,,,7839005158,"M2,S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S1, S4"
14027,HOSP9G05002,CHC MAHRONI,UTTAR PRADESH,LALITPUR,,,,7458068834,"M2,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,M2
14028,HOSP9G05003,chcbar,UTTAR PRADESH,LALITPUR,,,,8953206874,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
14029,HOSP9G05036,District Female Hospital Lalitpur,UTTAR PRADESH,LALITPUR,,,,6392677851,"M3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M3, S4"
14030,HOSP9G05042,CHC MALIHABAD,UTTAR PRADESH,LUCKNOW,,,,7237093935,"M1,M7,M2,S1,S16,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16, S4"
14031,HOSP9G05054,district women hospital,UTTAR PRADESH,Raebareli,,,,8005192795,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
14032,HOSP9G05055,District Male Hospital Sultanpur,UTTAR PRADESH,SULTANPUR,,,,9454455424,"M1,M1,M7,M2,M8,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S16, S2, S3, S5"
14033,HOSP9G05059,District Women Hospital,UTTAR PRADESH,GHAZIABAD,,,,8005192808,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
14034,HOSP9G05063,DR B R AMBEDKAR COMBINED HOSPITAL MALE ETAWAH,UTTAR PRADESH,ETAWAH,,,,9454893425,"M1,M1,M7,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, S1, S16, S2, S3, S5"
14035,HOSP9G05070,CHC KAIRANA,UTTAR PRADESH,SHAMLI,,,,8979919790,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14036,HOSP9G05073,PHc Meghakheri,UTTAR PRADESH,MUZAFFARNAGAR,,,,9125450572,"M1,M7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7"
14037,HOSP9G05075,PHC MORNA,UTTAR PRADESH,MUZAFFARNAGAR,,,,7451035593,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
14038,HOSP9G05082,CHC KANDHLA,UTTAR PRADESH,SHAMLI,,,,7078005094,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
14039,HOSP9G05188,CHC Binauli,UTTAR PRADESH,Bagpat,,,,9058210496,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
14040,HOSP9G05202,CHC BHANGEL,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,,,,9999840456,"S1,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"S1, S4"
14041,HOSP9G05209, CHC GANGOH,UTTAR PRADESH,SAHARANPUR,,,,7009786053,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
14042,HOSP9G05229,Community Health Center Baghpat,UTTAR PRADESH,Bagpat,,,,9999778149,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
14043,HOSP9G05244, CHC DEOBAND,UTTAR PRADESH,SAHARANPUR,,,,9927252641,NA,Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,-NA-
14044,HOSP9G05246,CHC FATEHPUR,UTTAR PRADESH,SAHARANPUR,,,,9410295002,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
14045,HOSP9G05249,SBD DISTRICT MALE  HOSPITAL ,UTTAR PRADESH,SAHARANPUR,,,,9161086153,"M1,M1,M7,M2,S1,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16, S2, S3, S5"
14046,HOSP9G05250,District Women Hospital Saharanpur,UTTAR PRADESH,SAHARANPUR,,,,9897784401,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
14047,HOSP9G05255,SMMH MEDICAL COLLEGE SAHARANPUR,UTTAR PRADESH,SAHARANPUR,,,,9997438255,"M1,M1,M7,M2,M8,S1,S2,S3,S4,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S2, S3, S4, S5"
14048,HOSP9G05306,NETAJI SUBHASH CHANDRA BOSE DISTRICT HOSPITAL ,UTTAR PRADESH,GORAKHPUR,,,,8917094096,"M1,M1,M7,M2,M8,S1,S12,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M8, S1, S12, S16, S2, S3, S5"
14049,HOSP9G05308,DISTRICT COMBINED HOSPITAL BAGHPAT,UTTAR PRADESH,Bagpat,,,,8171136029,"M1,M7,M2,S1,S16,S2,S3,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S16, S2, S3, S4"
14050,HOSP9G05318,KMC DISTRICT WOOMEN HOSPITAL BULANDSHAHR,UTTAR PRADESH,BULANDSHAHR,,,,8005192801,"S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S4
14051,HOSP9G05323,Community Health Centre Baraut,UTTAR PRADESH,Bagpat,,,,9458412113,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
14052,HOSP9G05324,BABU BANARSI DAS GOVT HOSPITAL,UTTAR PRADESH,BULANDSHAHR,,,,9454455186,"M2,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S16, S2, S3, S5"
14053,HOSP9G05326,amer shahid umanath singh district male hospital,UTTAR PRADESH,JAUNPUR,,,,7703004655,"M1,M7,M2,M6,S1,S10,S11,S16,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, M6, S1, S10, S11, S16, S2, S3, S5"
14054,HOSP9G05329,District Women Hospital,UTTAR PRADESH,GORAKHPUR,,,,9891073563,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S4"
14055,HOSP9G05330,CHC SARAI AKIL,UTTAR PRADESH,KAUSHAMBI,,,,8795553713,"S1,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,S1
14056,HOSP9G05335,Shri Shiv Prasad Gupt division distric hospital kabir chaura,UTTAR PRADESH,VARANASI,,,,9935112317,"M1,M1,M7,M2,S1,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S3, S5"
14057,HOSP9G05336,pandit deen dayal upadhyay rajkiy chikitsalaya varanasi,UTTAR PRADESH,VARANASI,,,,9151998001,"M1,M7,M2,S1,S2,S3,S5,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S2, S3, S5"
14058,HOSP9G05337,COMBINE DISTRICT HOSPITAL BALRAMPUR,UTTAR PRADESH,BALRAMPUR,,,,9161677377,"M1,M7,M2,S1,S15,S3,S5,S7,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M1, M7, M2, S1, S15, S3, S5, S7"
14059,HOSP9G05341,District Women Hospital ,UTTAR PRADESH,JALAUN,,,,7318077402,"M2,S4,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,"M2, S4"
14060,HOSP9G05351,CHC Dhampur,UTTAR PRADESH,BIJNOR,,,,9997719015,"M2,",Public,PMJAY,-NA-,-NA-,Hospital Approved for Empanelment,No,NA,M2
